Klinik_ID_2018,Klinik_ID_2019,Klinikname,Adresse,Klinikort,teilgenommen,Facharzt_Gyn,Facharzt_Anaesthesie,Facharzt_Kinder,Stillberatung,Hebammen,Hebammen_VK,VK_Angabe,Kinderklinik,Geburtenzahl_2019,Kaiserschnittrate_rohe_Rate,Bewertung_Risikoadjustierte_Kaiserschnittrate,Risikoadjustierte_Kaiserschnittrate_2019
260510699-0,260510699-0,Johanniter GmbH - Ev. Krankenhaus Bethesda Mönchengladbach,NA,Mönchengladbach,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,311,"22,8 %",Im Toleranzbereich oder niedriger,0.93
260811125-0,260811125-0,Landkreis Schwäbisch Hall Klinikum gGmbH,NA,Crailsheim,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,565,"30,6 %",Im Toleranzbereich oder niedriger,1.1
260530421-0,260530421-0,Krankenhaus der Augustinerinnen,Jakobstraße 27-33,Köln,TRUE,Ja,Ja,Nein,Ja,12 % weniger als empfohlen,14.5,vorhanden,Keine Kinderklinik angegeben,1767,"31,3 %",Im Toleranzbereich oder niedriger,1.22
260340739-0,260340739-0,EUREGIO-KLINIK Albert-Schweitzer-Straße GmbH,Albert-Schweitzer-Straße 10,Nordhorn,TRUE,Ja,Ja,Ja,Nein,11 % mehr als empfohlen,10.41,vorhanden,Eigene Kinderklinik,1000,"33,8 %",Im Toleranzbereich oder niedriger,1.1
260950113-0,260950113-0,St. Theresien-Krankenhaus Nürnberg gGmbH,Mommsenstr. 24,Nürnberg,TRUE,Nein,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,764,"28,3 %",Im Toleranzbereich oder niedriger,1.17
260340784-0,260340784-0,Evangelisches Krankenhaus Oldenburg,NA,Oldenburg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1414,"24,5 %",Im Toleranzbereich oder niedriger,0.84
261300675-0,261300675-0,AKG Klinik Parchim GmbH,NA,Parchim,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,410,"21,5 %",Im Toleranzbereich oder niedriger,0.89
260920617-0,260920617-0,Arberlandklinik Zwiesel,NA,Zwiesel,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,375,"29,9 %",Im Toleranzbereich oder niedriger,1.11
260530740-0,260530740-0,Maria-Hilf-Krankenhaus,NA,Bergheim,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,49,"36,7 %",Im Toleranzbereich oder niedriger,1.22
260811546-0,260811546-0,St. Anna-Virngrund-Klinik,NA,Ellwangen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,543,"33,0 %",Im Toleranzbereich oder niedriger,1.14
261101561-0,261101561-0,DRK Klinikum Berlin Westend,Spandauer Damm 130,Berlin,TRUE,Ja,Ja,Ja,Ja,4 % weniger als empfohlen,24,vorhanden,Eigene Kinderklinik,2683,"31,4 %",Im Toleranzbereich oder niedriger,1
260912490-0,260912490-0,Krankenhaus Schongau,NA,Schongau,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,575,"28,9 %",Im Toleranzbereich oder niedriger,1.11
261601145-3,261601145-3,KMG Klinikum Sondershausen,Hospitalstraße 2,Sondershausen,TRUE,Ja,Ja,Nein,Nein,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,325,"22,5 %",Im Toleranzbereich oder niedriger,0.78
260710350-0,260710350-0,DRK Krankenhaus Kirchen,Bahnhofstr. 24,Kirchen,TRUE,Ja,Ja,Ja,Ja,5 % mehr als empfohlen,9.5,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,964,"33,1 %",Im Toleranzbereich oder niedriger,1.11
260911832-0,260911832-0,KJF Klinik Sankt Elisabeth,NA,Neuburg / Donau,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,936,"32,9 %",Im Toleranzbereich oder niedriger,1.04
260830572-0,260830572-0,HELIOS Klinik Titisee-Neustadt,NA,Titisee-Neustadt,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,546,"32,6 %",Im Toleranzbereich oder niedriger,1.05
261400426-0,261400426-0,DRK Krankenhaus Lichtenstein,Hartensteiner Str. 42,Lichtenstein,TRUE,Ja,Ja,Ja,Ja,112 % mehr als empfohlen,12,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,496,"21,2 %",Im Toleranzbereich oder niedriger,0.67
260832847-0,260832847-0,HELIOS Klinik Müllheim,NA,Müllheim,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,498,"16,7 %",Im Toleranzbereich oder niedriger,0.58
261000934-1,261000934-1,CaritasKlinikum Saarbrücken,Rheinstraße 2,Saarbrücken,TRUE,Ja,Ja,Ja,Ja,12 % mehr als empfohlen,18.12,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1729,"34,5 %",Im Toleranzbereich oder niedriger,1.12
261401267-0,261401267-0,Frauenklinik Städtisches Klinikum Görlitz,Girbigsdorfer Str. 1-3,Görlitz,TRUE,Ja,Ja,Ja,Ja,23 % mehr als empfohlen,8,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,692,"27,6 %",Im Toleranzbereich oder niedriger,0.8
260530476-0,260530476-0,St. Elisabeth-Krankenhaus Köln-Hohenlind,Werthmannstr. 1,Köln,TRUE,Ja,Ja,Nein,Ja,20 % mehr als empfohlen,19,vorhanden,Keine Kinderklinik angegeben,1698,"27,6 %",Im Toleranzbereich oder niedriger,1
260330452-0,260330452-0,Agaplesion Diakonieklinikum Rotenburg gemeinnützige GmbH,NA,Rotenburg (Wümme),FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1099,"40,8 %",Im Toleranzbereich oder niedriger,1.13
260570545-0,260570545-0,MKK Krankenhaus Bad Oeynhausen,NA,Bad Oeynhausen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,631,"24,7 %",Im Toleranzbereich oder niedriger,0.86
260710087-1,260710087-1,Marienhaus Klinikum im Kreis Ahrweiler,Dahlienweg 3,Bad Neuenahr-Ahrweiler,TRUE,Nein,Ja,Nein,Ja,1 % mehr als empfohlen,5.7,vorhanden,Keine Kinderklinik angegeben,439,"27,6 %",Im Toleranzbereich oder niedriger,0.95
260820284-1,260820284-1,Fürst Stirum Klinik,Gutleutstr. 14,Bruchsal,TRUE,Ja,Ja,Nein,Ja,6 % weniger als empfohlen,9,vorhanden,Keine Kinderklinik angegeben,1023,"32,8 %",Im Toleranzbereich oder niedriger,1.17
261600872-1,261600872-1,Medinos Klinik Sonneberg,Neustadter Str.61,Sonneberg,TRUE,Ja,Ja,Nein,Ja,6 % mehr als empfohlen,6,vorhanden,Keine Kinderklinik angegeben,285,"27,4 %",Im Toleranzbereich oder niedriger,0.89
261401063-1,261401063-1,Sana Kliniken Leipziger Land,Rudolf-Virchow-Straße 2,Borna,TRUE,Ja,Ja,Ja,Ja,44 % mehr als empfohlen,13.48,vorhanden,Eigene Kinderklinik,996,"23,6 %",Im Toleranzbereich oder niedriger,0.73
261600315-0,261600315-0,Kreiskrankenhaus Greiz GmbH,NA,Greiz,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,408,"24,5 %",Im Toleranzbereich oder niedriger,0.84
260930050-0,260930050-0,Krankenhaus Barmherzige Brüder Regensburg,NA,Regensburg,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,3117,"34,4 %",Im Toleranzbereich oder niedriger,1.04
260910693-1,260910693-1,Kreiskliniken Altötting-Burghausen Standort Altötting,NA,Altötting,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1642,"34,1 %",Im Toleranzbereich oder niedriger,1.12
261600417-0,261600417-0,Südharz Klinikum Nordhausen gGmbH,NA,Nordhausen,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,668,"34,0 %",Im Toleranzbereich oder niedriger,1.11
260950419-1,260950419-1,Krankenhaus Lauf,NA,Lauf,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,706,"36,8 %",Toleranzbereich überschritten,1.33
260840916-0,260840916-0,St. Elisabethen-Klinikum,NA,Ravensburg,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1317,"41,5 %",Im Toleranzbereich oder niedriger,1.24
260320600-0,260320600-0,Vinzenzkrankenhaus Hannover,NA,Hannover,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1442,"20,5 %",Im Toleranzbereich oder niedriger,0.82
261400687-0,261400687-0,"Elblandkliniken Stiftung & Co. KG, Elblandklinikum Riesa",NA,Riesa,TRUE,Ja,Ja,Ja,Nein,65 % mehr als empfohlen,9.35,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,572,"18,2 %",Im Toleranzbereich oder niedriger,0.56
260913798-0,260913798-0,Krankenhaus Agatharied,Norbert Kerkel Platz,Hausham,TRUE,Ja,Ja,Ja,Ja,3 % weniger als empfohlen,12,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1322,"29,7 %",Im Toleranzbereich oder niedriger,1.04
261300185-1,261300185-1,Helios Kliniken Schwerin,Wismarsche Straße 393-397,Schwerin,TRUE,Ja,Ja,Ja,Ja,32 % mehr als empfohlen,16,vorhanden,Eigene Kinderklinik,1299,"25,0 %",Im Toleranzbereich oder niedriger,0.81
260593096-0,260593096-0,St.-Johannes-Hospital Dortmund,NA,Dortmund,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,1462,"38,1 %",Im Toleranzbereich oder niedriger,1.23
260550142-1,260550142-1,Clemenshospital,Düesbergweg 124,Münster,TRUE,Ja,Ja,Ja,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Eigene Kinderklinik oder Kooperationsklinik,1440,"31,0 %",Im Toleranzbereich oder niedriger,1.01
260610360-0,260610360-0,Ketteler Krankenhaus Offenbach,Lichtenplattenweg 85,Offenbach am Main,TRUE,Ja,Ja,Nein,Ja,49 % mehr als empfohlen,10.85,vorhanden,Keine Kinderklinik angegeben,775,"33,0 %",Im Toleranzbereich oder niedriger,1.21
260730263-0,260730263-0,Städtisches Krankenhaus Pirmasens gGmbH,NA,Pirmasens,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,811,"31,8 %",Im Toleranzbereich oder niedriger,0.98
260840288-1,260840288-1,Alb-Donau Klinikum Ehingen,NA,Ehingen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,737,"22,3 %",Im Toleranzbereich oder niedriger,0.9
260960035-0,260960035-0,Klinik am Ziegelberg Aschaffenburg,NA,Aschaffenburg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,638,"40,0 %",Toleranzbereich überschritten,1.68
260341251-0,260341251-0,"Niels-Stensen-Kliniken, Franziskus-Hospital Harderberg, Klinik für Gynäkologie und Geburtshilfe",Alte Rothenfelder Str. 23,Georgsmarienhütte,TRUE,Nein,Ja,Nein,Nein,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,768,"32,9 %",Im Toleranzbereich oder niedriger,1.12
260840108-0,260840108-0,Universitätsfrauenklinik Tübingen - Mutter-Kind-Zentrum,Calwerstraße 7,Tübingen,TRUE,Ja,Ja,Ja,Ja,12 % weniger als empfohlen,27.2,vorhanden,Eigene Kinderklinik,3328,"39,6 %",Im Toleranzbereich oder niedriger,1.07
260570681-1,260570681-1,"Krankenhaus Lübbecke-Rahden, Betriebsstelle Lübbecke",NA,Lübbecke,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,833,"20,0 %",Im Toleranzbereich oder niedriger,0.8
260820499-0,260820499-0,St. Josefskrankenhaus Heidelberg,Landhausstr. 25,Heidelberg,TRUE,Ja,Ja,Nein,Nein,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,477,"36,1 %",Im Toleranzbereich oder niedriger,1.22
260610439-0,260610439-0,St Josefs Hospital,Beethovenstr 20,Wiesbaden,TRUE,Ja,Ja,Nein,Ja,19 % mehr als empfohlen,17.2,vorhanden,Keine Kinderklinik angegeben,1541,"26,8 %",Im Toleranzbereich oder niedriger,1.02
260590583-0,260590583-0,Helios Klinikum Schwelm,Dr.-Moeller-Straße 15,Schwelm,TRUE,Nein,Ja,Ja,Nein,23 % weniger als empfohlen,5.75,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,791,"40,2 %",Toleranzbereich überschritten,1.39
261200538-2,261200538-2,Havelland Kliniken Rathenow,Forststraße 45,Rathenow,TRUE,Ja,Ja,Ja,Nein,27 % weniger als empfohlen,4.1,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,362,"21,8 %",Im Toleranzbereich oder niedriger,0.8
260200386-0,260200386-0,Helios Mariahilf Klinik Hamburg,Stader Straße 203c,Hamburg,TRUE,Ja,Ja,Ja,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik,1410,"26,8 %",Im Toleranzbereich oder niedriger,0.93
260810271-1,260810271-1,Robert-Bosch-Krankenhaus,Auerbachstraße 110,Stuttgart,TRUE,Ja,Ja,Nein,Ja,18 % mehr als empfohlen,17.9,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1619,"36,1 %",Im Toleranzbereich oder niedriger,1.21
260700109-1,260700109-1,Gemeinschaftsklinikum Mittelrhein gGmbH,NA,Koblenz,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1372,"34,3 %",Im Toleranzbereich oder niedriger,0.99
261200140-1,261200140-1,Ruppiner Kliniken,NA,Neuruppin,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,717,"33,2 %",Im Toleranzbereich oder niedriger,1.11
261601145-2,261601145-2,KMG Klinikum Sömmerda,Bahnhofstraße 36,Sömmerda,TRUE,Ja,Ja,Ja,Nein,3 % mehr als empfohlen,5.8,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,316,"28,5 %",Im Toleranzbereich oder niedriger,0.94
260570692-0,260570692-0,Johannes Wesling Klinikum Minden,NA,Minden,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1904,"35,2 %",Im Toleranzbereich oder niedriger,0.86
260940483-0,260940483-0,REGIOMED Klinikum Lichtenfels,NA,Lichtenfels,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,638,"39,5 %",Toleranzbereich überschritten,1.41
260310744-0,260310744-0,Städtisches Klinikum Wolfenbüttel gGmbH,NA,Wolfenbüttel,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,941,"29,0 %",Im Toleranzbereich oder niedriger,0.94
260610177-0,260610177-0,Krankenhaus Sachsenhausen,NA,Frankfurt,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1422,"22,6 %",Im Toleranzbereich oder niedriger,0.85
260510906-1,260510906-1,Helios Universitätsklinikum Wuppertal,Heusnerstraße 40,Wuppertal,TRUE,Ja,Ja,Ja,Nein,6 % weniger als empfohlen,17.32,vorhanden,Eigene Kinderklinik,1984,"35,2 %",Im Toleranzbereich oder niedriger,1.04
260720307-1,260720307-1,Marienhausklinik Bitburg,Krankenhausstr.1,Bitburg,TRUE,Nein,Ja,Nein,Nein,1 % weniger als empfohlen,5.6,vorhanden,Keine Kinderklinik angegeben,594,"39,9 %",Toleranzbereich überschritten,1.35
260570896-0,260570896-0,Ev. Krankenhaus St. Johannisstift,Reumontstr. 28,Paderborn,TRUE,Ja,Ja,Nein,Ja,30 % mehr als empfohlen,11.2,vorhanden,Keine Kinderklinik angegeben,918,"24,3 %",Im Toleranzbereich oder niedriger,0.91
260833531-1,260833531-1,Ortenau Klinikum,Ebertplatz 12,Offenburg,TRUE,Ja,Ja,Ja,Ja,71 % mehr als empfohlen,34,vorhanden,Eigene Kinderklinik,2132,"33,9 %",Im Toleranzbereich oder niedriger,1
260821376-0,260821376-0,Krankenhaus Freudenstadt,NA,Freudenstadt,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,1044,"32,6 %",Im Toleranzbereich oder niedriger,1.1
260512032-0,260512032-0,Helios Klinikum Niederberg,Robert-Koch-Straße 2,Velbert,TRUE,Ja,Ja,Ja,Ja,26 % mehr als empfohlen,12.86,vorhanden,Eigene Kinderklinik,1094,"31,5 %",Im Toleranzbereich oder niedriger,0.99
260810738-0,260810738-0,Rems-Murr Klinikum,Am Jakobsweg 1,Winnenden,TRUE,Ja,Ja,Ja,Ja,11 % mehr als empfohlen,22.25,vorhanden,Eigene Kinderklinik,2151,"34,2 %",Im Toleranzbereich oder niedriger,1.13
260970457-0,260970457-0,Klinik Günzburg,NA,Günzburg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,669,"28,4 %",Im Toleranzbereich oder niedriger,1.02
260511144-0,260511144-0,Evangelisches Krankenhaus Mettmann GmbH,Gartenstr. 4 - 8,Mettmann,TRUE,Ja,Ja,Nein,Ja,3 % mehr als empfohlen,5.8,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,459,"28,1 %",Im Toleranzbereich oder niedriger,1.07
260300332-0,260300332-0,Stadtkrankenhaus Delmenhorst GmbH,NA,Delmenhorst,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,829,"27,6 %",Im Toleranzbereich oder niedriger,0.96
261400610-0,261400610-0,Kreiskrankenhaus Weißwasser gGmbH,Karl-Liebknecht-Str. 1,Weißwasser,TRUE,Ja,Ja,Ja,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik oder Kooperationsklinik,305,"35,4 %",Im Toleranzbereich oder niedriger,1.05
260340385-0,260340385-0,St.-Marien Hospital,St. Marien- Str.1,Friesoythe,TRUE,Nein,Nein,Nein,Nein,12 % weniger als empfohlen,5,vorhanden,Keine Kinderklinik angegeben,386,"28,5 %",Im Toleranzbereich oder niedriger,0.99
261400814-0,261400814-0,Klinikum Mittleres Erzgebirge Haus Zschopau,Alte Marienberger Straße 52,Zschopau,TRUE,Ja,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,424,"25,9 %",Im Toleranzbereich oder niedriger,0.78
260570113-0,260570113-0,Klinikum Gütersloh,NA,Gütersloh,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,835,"28,9 %",Im Toleranzbereich oder niedriger,1.04
261101264-0,261101264-0,Caritas-Klinik Maria Heimsuchung Berlin-Pankow,Breite Straße 46-47,Berlin,TRUE,Ja,Ja,Nein,Nein,25 % weniger als empfohlen,12.2,vorhanden,Keine Kinderklinik angegeben,1752,"12,5 %",Im Toleranzbereich oder niedriger,0.5
260330098-0,260330098-0,OsteMed Klinik Bremervörde,Gnarrenburger Straße 117,Bremervörde,TRUE,Ja,Ja,Nein,Nein,12 % weniger als empfohlen,5,vorhanden,Keine Kinderklinik angegeben,398,"22,1 %",Im Toleranzbereich oder niedriger,0.82
260510121-0,260510121-0,Florence-Nightingale-Krankenhaus der Kaiserswerther Diakonie,Kreuzbergstraße 79,Düsseldorf,TRUE,Ja,Ja,Ja,Ja,15 % weniger als empfohlen,24,vorhanden,Eigene Kinderklinik,3040,"24,2 %",Im Toleranzbereich oder niedriger,0.77
260610133-0,260610133-0,Hospital zum Heiligen Geist,NA,Frankfurt am Main,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1147,"26,4 %",Im Toleranzbereich oder niedriger,1.04
260321510-0,260321510-0,KRH Klinikum Neustadt am Rübenberge,NA,Neustadt am Rübenberge,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,887,"28,5 %",Im Toleranzbereich oder niedriger,1
260510018-0,260510018-0,Universitätsklinikum Düsseldorf - Klinik für Frauenheilkunde und Geburtshilfe,"Moorenstraße 5, Gebäude 14.24",Düsseldorf,TRUE,Ja,Ja,Ja,Nein,14 % mehr als empfohlen,21.5,vorhanden,Eigene Kinderklinik,2014,"42,3 %",Im Toleranzbereich oder niedriger,1.16
261601123-0,261601123-0,St. Georg Klinikum Eisenach,NA,Eisenach,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,614,"31,6 %",Im Toleranzbereich oder niedriger,0.94
260590969-0,260590969-0,"Klinikum Lüdenscheid, Märkische Kliniken GmbH",NA,Lüdenscheid,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,875,"33,3 %",Im Toleranzbereich oder niedriger,1.06
260330599-0,260330599-0,Krankenhaus Winsen ( Luhe ),NA,Winsen ( Luhe ),FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,722,"31,7 %",Im Toleranzbereich oder niedriger,1.07
260340579-0,260340579-0,St. Franziskus-Hospital gemeinnützige GmbH,Franziskusstraße 6,Lohne,TRUE,Ja,Ja,Nein,Nein,12 % weniger als empfohlen,5,vorhanden,Keine Kinderklinik angegeben,464,"49,6 %",Toleranzbereich überschritten,1.62
261500416-1,261500416-1,"Klinikum Burgenlandkreis GmbH, Saale-Unstrut-Klinikum Naumburg",NA,Naumburg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,444,"31,5 %",Im Toleranzbereich oder niedriger,1.18
260930799-1,260930799-1,SANA Krankenhaus Cham,NA,Cham,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,786,"28,2 %",Im Toleranzbereich oder niedriger,1.06
261500677-0,261500677-0,Krankenhaus St. Elisabeth und St. Barbara; Klinik für Frauenheilkunde und Geburtshilfe,Mauerstr. 5,Halle,TRUE,Ja,Ja,Ja,Ja,3 % mehr als empfohlen,18.75,vorhanden,Eigene Kinderklinik,1946,"28,7 %",Im Toleranzbereich oder niedriger,0.86
260620658-0,260620658-0,Kreiskrankenhaus Frankenberg,NA,Frankenberg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,534,"29,2 %",Im Toleranzbereich oder niedriger,1.07
260530900-1,260530900-1,Kreiskrankenhaus Mechernich GmbH,NA,Mechernich,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,886,"33,6 %",Im Toleranzbereich oder niedriger,1.14
260511667-0,260511257-2,Rheinland Klinikum Dormagen,Dr. Geldmacher Straße 20,Dormagen,TRUE,Ja,Ja,Nein,Ja,32 % mehr als empfohlen,8.1,vorhanden,Keine Kinderklinik angegeben,650,"32,3 %",Im Toleranzbereich oder niedriger,1.14
261600382-0,261600382-0,Robert-Koch-Krankenhaus Apolda GmbH,NA,Apolda,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,606,"26,9 %",Im Toleranzbereich oder niedriger,0.91
260593600-3,260593600-3,Karolinen-Hospital Hüsten,Stolte Ley 5,Arnsberg-Hüsten,TRUE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Ja,3 % weniger als empfohlen,14.4,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1594,"19,9 %",Im Toleranzbereich oder niedriger,0.74
261400051-0,261400051-0,Pleißental-Klinik GmbH,Ronneburger Straße 106,Werdau,TRUE,Ja,Ja,Ja,Ja,4 % weniger als empfohlen,5.44,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,499,"26,1 %",Im Toleranzbereich oder niedriger,0.8
261500290-1,261500290-1,Altmark-Klinikum gGmbH - Krankenhaus Gardelegen,NA,Gardelegen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,338,"36,1 %",Toleranzbereich überschritten,1.26
260320531-0,260320531-0,Diakovere Krankenhaus Friederikenstift,Humboldstrasse 5,Hannover,TRUE,Ja,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,1604,"17,0 %",Im Toleranzbereich oder niedriger,0.66
260510347-0,260510347-0,Ev. Bethesda Krankenhaus zu Duisburg,Herrstraße 219,Duisburg,TRUE,Ja,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,985,"24,8 %",Im Toleranzbereich oder niedriger,0.86
260911444-0,260911444-0,Klinikum Landsberg am Lech,NA,Landsberg am Lech,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,1025,"31,4 %",Im Toleranzbereich oder niedriger,1.09
